Code,Number of H-Donors,Number of H-Acceptors,Number of Rotatable bonds,CLogP,Number of Rings,PSA,ID,ROMol,Saltdata,SMILES
P6668195,2,5,4,2.20E+00,4,1.01E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934632D0>,,Cc1ccc(C(=O)NCc2nc3ccccc3[nH]2)c(-n2cnnn2)c1C
P6668270,0,4,3,3.70E+00,4,8.06E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463330>,,COc1cccc(-c2ccnc3nc(-c4cccs4)nn23)c1
P6668293,0,3,1,1.80E+00,3,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463390>,,c1cc(-c2ccsc2)n2ncnc2n1
P6668305,2,4,5,2.30E+00,4,8.73E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934633F0>,,COc1ccccc1CNC(=O)C1CC(=O)N(c2n[nH]c3cccc(F)c23)C1
P6668373,2,4,6,2.00E+00,3,7.99E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463450>,,COc1ccc(-c2[nH]nc(C)c2CC(=O)NCc2ccncc2)cc1
P6668518,2,5,3,1.00E+00,4,1.32E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934634B0>,,Cc1nnc(NC(=O)C2CC(=O)N(c3n[nH]c4cccc(F)c34)C2)s1
P6923042,1,3,5,4.10E+00,4,6.24E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463510>,,O=C(c1c[nH]c2ccccc12)C1CCCN(C(=O)OCc2ccccc2)C1
P7006180,1,7,3,1.00E+00,3,1.49E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463570>,,N#Cc1nc(-c2ccccc2)oc1S(=O)(=O)n1ncnc1N
P7006851,3,8,4,1.70E+00,3,1.23E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934635D0>,,COc1cc(C(c2c(O)cc(C)oc2=O)c2c(O)cc(C)oc2=O)ccc1O
P7008267,2,5,6,3.40E+00,3,6.77E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463630>,,CCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1
P7009541,0,4,4,4.70E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463690>,,Cc1ccc(-n2ncc3c2ncn2c(CCc4ccccc4)nnc32)cc1C
P7009542,0,5,3,4.20E+00,5,7.01E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934636F0>,,COc1ccc(-c2nnc3c4cnn(-c5ccc(C)c(C)c5)c4ncn23)cc1
P7009551,0,4,3,4.20E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463750>,,CCc1ccc(-c2nnc3c4cnn(-c5ccccc5)c4ncn23)cc1
P7009553,0,5,3,4.20E+00,5,7.01E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934637B0>,,COc1ccc(-c2nnc3c4cnn(-c5cc(C)cc(C)c5)c4ncn23)cc1
P7009558,0,4,2,4.40E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463810>,,Clc1ccc(-n2ncc3c2ncn2c(C4CCCCC4)nnc32)cc1
P7009559,0,4,3,4.90E+00,6,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463870>,,Clc1ccc(-n2ncc3c2ncn2c(Cc4cccc5ccccc45)nnc32)cc1
P7009560,0,4,1,2.20E+00,4,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934638D0>,,Cc1nnc2c3cnn(-c4ccc(Cl)cc4)c3ncn12
P7009562,0,5,3,3.90E+00,5,7.01E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463930>,,COc1ccc(-c2nnc3c4cnn(-c5ccc(Cl)cc5)c4ncn23)cc1
P7009568,0,4,2,4.60E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463990>,,Clc1ccc(-c2nnc3c4cnn(-c5ccc(Cl)cc5)c4ncn23)cc1
P7009569,0,4,3,4.80E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934639F0>,,CCc1ccc(-c2nnc3c4cnn(-c5ccc(Cl)cc5)c4ncn23)cc1
P7009571,0,4,2,3.90E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463A50>,,Fc1ccc(-n2ncc3c2ncn2c(C4CCCCC4)nnc32)cc1
P7009572,0,4,4,3.90E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463AB0>,,Fc1ccc(-n2ncc3c2ncn2c(CCc4ccccc4)nnc32)cc1
P7009573,0,4,3,4.80E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463B10>,,CC(C)(C)c1ccc(-c2nnc3c4cnn(-c5ccc(F)cc5)c4ncn23)cc1
P7009575,0,5,3,3.40E+00,5,7.01E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463B70>,,COc1ccc(-c2nnc3c4cnn(-c5ccc(F)cc5)c4ncn23)cc1
P7009584,0,4,2,4.70E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463BD0>,,Cc1cccc(-c2nnc3c4cnn(-c5ccc(C)cc5C)c4ncn23)c1
P7009588,0,5,3,3.70E+00,5,7.01E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463C30>,,COc1ccc(-c2nnc3c4cnn(-c5ccccc5C)c4ncn23)cc1
P7009590,0,4,2,4.20E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463C90>,,Cc1cccc(-c2nnc3c4cnn(-c5ccccc5C)c4ncn23)c1
P7009595,0,6,4,3.70E+00,5,7.94E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463CF0>,,COc1ccc(-c2nnc3c4cnn(-c5ccccc5C)c4ncn23)cc1OC
P7009628,0,4,3,4.70E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463D50>,,CCc1ccc(-c2nnc3c4cnn(-c5cccc(C)c5)c4ncn23)cc1
P7009638,0,4,3,4.60E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463DB0>,,CC(C)(C)c1ccc(-c2nnc3c4cnn(-c5ccccc5)c4ncn23)cc1
P7009639,0,6,4,3.20E+00,5,7.94E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463E10>,,COc1ccc(-c2nnc3c4cnn(-c5ccccc5)c4ncn23)cc1OC
P7010080031,1,5,4,3.10E+00,4,1.40E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463E70>,,O=C(C1=C(O)C(=O)N(c2nncs2)C1c1ccc(Cl)cc1)c1cccs1
P7010080060,1,4,4,4.30E+00,4,7.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463ED0>,,Cc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccc(C)cc2)cc1
P7010401,1,4,6,2.70E+00,4,9.17E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463F30>,,Cn1c(=O)c2cc(C(=O)NCC(=O)c3ccccc3)n(Cc3ccccc3)c2n(C)c1=O
P7011070091,0,3,2,3.50E+00,3,3.50E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393463F90>,,c1ccc(Oc2ncnc3ccccc23)cc1
P7011070103,0,3,2,4.20E+00,3,3.50E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F030>,,Clc1ccc(Oc2ncnc3ccccc23)cc1
P7011080286,1,1,6,3.40E+00,2,1.90E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F090>,,C=CCN(CC=C)Cc1c[nH]c2ccccc12
P7011080296,1,2,2,2.20E+00,3,2.23E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F0F0>,,CN1CCN(Cc2c[nH]c3ccccc23)CC1
P7011460366,0,5,6,4.80E+00,5,9.29E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F150>,,Cc1cc2nnc(SCCCCN3C(=O)c4ccccc4C3=O)n2c2ccccc12
P7011520008,1,4,1,4.20E+00,4,8.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F1B0>,,Cc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)c(C)c1
P7011520021,1,4,1,4.20E+00,4,8.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F210>,,Cc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)cc1C
P7011520029,1,4,1,4.50E+00,4,8.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F270>,,Cc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)c(Br)c1
P7011520031,1,4,1,4.40E+00,4,8.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F2D0>,,Cc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)cc1Cl
P7012320748,1,4,6,5.00E+00,3,9.24E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F330>,,Cc1ccc(C)c(OCC(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)c1C
P7012701936,1,5,5,4.60E+00,3,1.25E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F390>,,Cc1cc(Cl)ccc1OC(C)C(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1
P7012790014,1,4,3,3.10E+00,4,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F3F0>,,Cc1ccc2nc(SCc3cn4cccnc4n3)[nH]c2c1
P7013050429,0,4,7,4.30E+00,3,8.72E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F450>,,CCCCOC(=O)Cn1cnc2scc(-c3ccc(C)c(C)c3)c2c1=O
P7013050581,0,5,7,3.90E+00,2,1.06E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F4B0>,,CCCCOC(=O)CSc1ncnc2sc(C)c(C)c12
P7013160085,1,6,8,3.50E+00,2,8.31E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F510>,,COc1cc(C(=O)OCC(=O)Nc2ccc(C)cc2)c(Br)c(OC)c1OC
P7013161753,1,4,7,2.30E+00,2,6.46E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F570>,,COc1cccc(C(=O)OCC(=O)NCc2ccccc2)c1
P7013540849,1,3,5,4.40E+00,2,5.54E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F5D0>,,Cc1ccc(C(=O)OCC(=O)Nc2cccc(Cl)c2C)cc1C
P7013830846,1,7,9,3.00E+00,3,1.71E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F630>,,CCOC(=O)c1sc(NC(=O)Cn2cnc3sc(C)c(C)c3c2=O)c(C(=O)OCC)c1C
P7013860054,0,4,5,4.70E+00,4,4.48E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F690>,,COc1ccc(-c2cc(=O)c3cc(OCc4ccccc4)ccc3o2)cc1
P7014320440,0,5,6,4.20E+00,4,9.76E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F6F0>,,CCOC(=O)c1sc2ncn3c(CCc4ccccc4)nnc3c2c1C
P7014320446,0,5,4,3.70E+00,4,9.76E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F750>,,CCOC(=O)c1sc2ncn3c(-c4ccccc4)nnc3c2c1C
P7014650017,1,7,5,2.60E+00,3,1.10E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F7B0>,,COC(=O)c1cccc(Nc2ncnc3ccc([N+](=O)[O-])cc23)c1
P7014670698,1,4,9,3.10E+00,2,6.46E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F810>,,CCOc1ccc(NC(=O)COC(=O)CCc2ccccc2)cc1
P7014740328,1,4,2,3.40E+00,3,6.36E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F870>,,O=C(O)c1ccccc1-c1cc(=O)c2cc(Cl)ccc2o1
P7014750378,1,5,8,3.20E+00,2,1.10E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F8D0>,,CCOc1ccc(NC(=O)CSCc2ccc([N+](=O)[O-])cc2)cc1
P7014751190,1,6,6,3.50E+00,5,1.61E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39240E9F0>,,COc1ccc(-c2csc3ncn(CC(=O)Nc4sc5c(c4C#N)CCC5)c(=O)c23)cc1OC
P7015020041,0,4,4,3.60E+00,3,8.72E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39240EB70>,,COC(=O)C(C)n1cnc2sc(C)c(-c3ccc(C)c(C)c3)c2c1=O
P7015580101,1,3,2,4.50E+00,3,3.64E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3912F4ED0>,,Cc1nc2c(C)c(Cl)ccc2c(O)c1CN1CCCC(C)C1
P7015870040,1,5,3,4.20E+00,5,1.54E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3912F4CF0>,,N#Cc1c(NC(=O)Cn2nnc3sc4c(c3c2=O)CCCC4)sc2c1CCC2
P7016280110,0,2,1,4.90E+00,3,2.63E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3912F4D50>,,Cc1cc(C)c2oc(-c3cccc(Br)c3)cc(=O)c2c1
P7016400783,1,3,1,3.60E+00,3,4.65E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3912F4DB0>,,O=c1cc(-c2ccc(Cl)cc2)oc2ccc(O)cc12
P7016400784,1,3,1,3.60E+00,3,4.65E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B38F6BF5D0>,,O=c1cc(-c2cccc(Br)c2)oc2ccc(O)cc12
P7016400786,1,3,1,2.90E+00,3,4.65E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B38F6BF510>,,O=c1cc(-c2ccccc2)oc2ccc(O)cc12
P7016870174,1,7,7,2.50E+00,3,1.31E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F930>,,CCOC(=O)/C(C(C)=O)=C1\N=C(NC(=O)c2ccccc2[N+](=O)[O-])c2ccccc21
P7016870310,1,7,7,3.00E+00,3,1.31E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F990>,,CC(=O)/C(C(=O)OC(C)(C)C)=C1/N=C(NC(=O)c2ccccc2[N+](=O)[O-])c2ccccc21
P7017470201,0,3,4,4.40E+00,3,3.55E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346F9F0>,,C=CCOc1ccc2oc(-c3ccc(Cl)cc3)cc(=O)c2c1
P7017655400,1,4,3,4.60E+00,4,7.98E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FA50>,,Fc1ccccc1CSc1nnc2c(n1)[nH]c1ccccc12
P7018670043,1,4,6,3.20E+00,2,5.54E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FAB0>,,CCCCc1ccc2[nH]cc(C(=O)OCC)c(=O)c2c1
P7018771473,2,6,5,3.10E+00,3,1.01E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FB10>,,Cc1cc(C)nc(Oc2ccc(NC(=O)c3ccccc3C(=O)O)cc2)n1
P7018800777,2,6,6,2.60E+00,3,1.25E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FB70>,,CC(=O)c1cccc(NC(=O)CSc2nnc(-c3ccccc3)c(=O)[nH]2)c1
P7018810565,1,6,4,2.10E+00,2,1.05E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FBD0>,,Cc1nnc(O)nc1SCC(=O)N(C)c1ccccc1
P7019050097,1,4,4,3.00E+00,3,8.39E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FC30>,,Cc1cc(SCC(=O)c2c[nH]c3ccccc23)ncn1
P7020141143,0,6,8,4.90E+00,4,9.10E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FC90>,,Cc1cc2nnc(SCC(=O)OCCOc3ccccc3)n2c2ccccc12
P7020141300,1,4,6,5.00E+00,4,8.46E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FCF0>,,Cc1cc2nnc(SCC(=O)NCCc3ccccc3)n2c2c(C)cccc12
P7020141361,1,6,5,3.70E+00,5,1.08E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FD50>,,Cc1cc2nnc(SCC(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)n2c2c(C)cccc12
P7020201547,0,5,5,5.00E+00,4,8.18E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FDB0>,,COc1cccc2c(C)cc3nnc(SCC(=O)c4ccc(F)cc4)n3c12
P7020260194,1,3,2,3.50E+00,3,1.11E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FE10>,,Cc1cc(C)c2nc(NC(=O)c3sc(C)nc3C)sc2c1
P7020260840,1,3,3,4.70E+00,4,1.11E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FE70>,,Cc1nc(-c2ccccc2)sc1C(=O)Nc1nc2c(C)cccc2s1
P7020370050,3,7,5,3.20E+00,3,1.09E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FED0>,HCl,COc1ccc(Nc2c(C(=O)O)cnc3ccc(C(=O)O)cc23)cc1.Cl
P7020380041,0,6,3,1.80E+00,5,8.45E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FF30>,,O=C1CN(Cc2ccc3c(c2)OCO3)C2CS(=O)(=O)CC2N1c1ccccc1
P7020420364,1,4,4,2.30E+00,2,5.54E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39346FF90>,,CCOC(=O)c1c[nH]c2ccc(CC)cc2c1=O
P7020460407,2,7,6,2.90E+00,4,1.36E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F030>,,COc1cc(C(=O)Nc2nc(-c3ccc4c(c3)NC(=O)C(C)O4)c(C)s2)cc(OC)c1OC
P7020531999,1,5,5,2.00E+00,2,9.71E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F090>,,CCCN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(F)c(C)c1
P7020532369,1,6,8,4.00E+00,3,1.19E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F0F0>,,COc1cc(C)c(C)cc1S(=O)(=O)NCC(c1cccnc1)S(=O)(=O)c1ccc(F)c(C)c1
P7020540691,2,5,6,3.40E+00,4,7.21E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F150>,CH2Cl2,COc1cc2ncnc(NCCc3c[nH]c4ccccc34)c2cc1OC
P7020542784,2,5,5,2.20E+00,2,1.14E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F1B0>,,CCOC(=O)c1cc(-c2cccc([N+](=O)[O-])c2)[nH]c1N
P7020554659,2,3,6,3.50E+00,3,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F210>,,Cc1cc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(F)c(F)c2F)no1
P7020556280,1,5,4,2.60E+00,4,9.33E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F270>,,O=C(NCc1ccc2c(c1)OCO2)c1cc(N2CCCCS2(=O)=O)ccc1Cl
P7020560364,0,3,4,4.60E+00,4,5.56E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F2D0>,,Cc1cc(OCC(=O)N2CCC(c3nc4ccccc4o3)CC2)cc(C)c1Cl
P7020594690,1,4,3,4.30E+00,5,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F330>,,c1ccc2c(c1)ccc1nnc(SCc3nc4ccccc4[nH]3)n12
P7020630350,2,3,4,3.30E+00,4,8.18E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F390>,,Cc1cc2c(NCCc3c[nH]c4ccccc34)ncnc2s1
P7020690639,2,2,4,2.20E+00,3,4.51E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F3F0>,,N[C@@H](Cc1c[nH]c2ccccc12)CN1CCCC1
P7020690640,2,2,4,2.60E+00,3,4.51E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F450>,,N[C@@H](Cc1c[nH]c2ccccc12)CN1CCCCC1
P7020720710,1,7,7,3.40E+00,4,1.52E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F4B0>,,CCOC(=O)c1sc(NC(=O)CSc2nnc3ccc4ccccc4n23)nc1C
P7110320050,0,5,4,3.20E+00,4,8.62E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F510>,,Brc1c(CSc2nncn2-c2ccccc2)nc2ncccn12
P7110320066,0,4,4,3.90E+00,4,7.33E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F570>,,Cc1cccc2nc(CSc3nncn3-c3ccccc3)c(Br)n12
P7110920547,1,3,5,2.70E+00,3,4.73E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F5D0>,,OC(COc1ccccc1)Cn1cnc2ccccc21
P7110940302,1,6,5,8.00E-01,2,1.06E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F630>,,COC(=O)CSc1nnc(-c2ccncc2)[nH]1
P7110940383,1,5,4,4.60E+00,3,1.17E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F690>,,Cc1sc2nc(SCC(=O)c3ccc(F)cc3)nc(O)c2c1C
P7110940471,2,2,2,4.40E+00,4,7.71E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F6F0>,,Cc1sc(-c2ccc(O)cc2)nc1-c1c[nH]c2ccccc12
P7110940551,2,5,5,2.60E+00,4,1.13E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F750>,,O=C(CSc1nnc(-c2ccncc2)[nH]1)c1c[nH]c2ccccc12
P7110940553,2,6,4,4.10E+00,4,1.17E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F7B0>,,Cc1cc(C)c2c(O)nc(SCC(=O)c3c[nH]c4ccccc34)nc2n1
P7113232485,2,5,3,3.80E+00,3,9.27E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F810>,,O=C(O)c1ccccc1NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O
P7114040288,1,3,3,4.30E+00,3,6.61E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F870>,,Cc1ccnc(Nc2nc(-c3ccc(F)c(C)c3)cs2)c1
P7114050464,3,5,7,2.70E+00,2,1.05E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F8D0>,,CC(C)(C)c1ccc(OCC(=O)NNC(=O)c2ccccc2C(=O)O)cc1
P7114420301,1,4,5,1.80E+00,4,8.78E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F930>,,CCN1C(=O)c2cccc3c(S(=O)(=O)NCc4ccccn4)ccc1c23
P7114420550,2,4,5,2.50E+00,4,7.67E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F990>,,COc1cc(OC)cc(C(=O)NCc2ccc3c4c(cccc24)C(=O)N3)c1
P7114420558,2,3,4,2.90E+00,4,8.37E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347F9F0>,,O=C1Nc2ccc(CNS(=O)(=O)c3ccc(Cl)cc3)c3cccc1c23
P7114551668,0,4,4,4.00E+00,3,9.30E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FA50>,,CC(=O)c1c(C)oc2ccc(N(C(C)=O)S(=O)(=O)c3cc(C)c(C)cc3C)cc12
P7114551718,0,4,6,4.60E+00,3,9.30E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FAB0>,,CCCC(=O)N(c1ccc2oc(C)c(C(C)=O)c2c1)S(=O)(=O)c1cc(C)ccc1C
P7114601331,1,5,5,3.10E+00,2,1.29E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FB10>,,Cc1c(C(=O)Nc2nnc(CC(C)C)s2)cccc1[N+](=O)[O-]
P7114601627,1,5,6,2.70E+00,2,1.29E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FB70>,,CC(C)Cc1nnc(NC(=O)Cc2ccccc2[N+](=O)[O-])s1
P7114900587,1,6,6,4.30E+00,5,1.30E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FBD0>,,COc1ccc(OC)c(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2nc3ccc(F)cc3s2)c1
P7114900664,1,6,7,4.40E+00,5,1.30E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FC30>,,CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)C3c3ccccc3OC)sc2c1
P7115740061,2,5,6,4.10E+00,3,1.29E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FC90>,,Cc1sc2nc(SCC(=O)NCCc3ccccc3)nc(O)c2c1C
P7116110205,0,6,4,3.30E+00,4,9.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FCF0>,,Cc1cc(C)n2cc(CSc3nncc(-c4ccccc4)n3)nc2n1
P7117090057,1,5,5,3.40E+00,4,1.18E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FD50>,,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1cccc(-c2cn3ccccc3n2)c1
P7117090555,1,3,4,4.90E+00,4,7.18E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FDB0>,,Cc1cc(C)c(S(=O)(=O)Nc2cccc(-c3cn4cccc(C)c4n3)c2)cc1C
P7117090726,1,3,4,4.50E+00,4,7.18E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FE10>,,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cn4cccc(C)c4n3)cc2)cc1C
P7117160179,0,4,3,4.00E+00,4,6.84E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FE70>,,c1ccc(CSc2nnc3c4ccccc4ncn23)cc1
P7117840713,2,5,5,3.10E+00,5,1.34E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FED0>,,CCOc1ccc2nc(NS(=O)(=O)c3ccc4c5c(cccc35)C(=O)N4)sc2c1
P7118062148,2,4,5,2.20E+00,3,9.65E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FF30>,,O=C(Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1)c1ccncc1
P7118351981,0,5,6,3.20E+00,6,8.40E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39347FF90>,,O=C1c2cccc3cccc(c23)C(=O)N1CCOCCN1C(=O)c2cccc3cccc(c23)C1=O
P7118460370,1,5,4,3.60E+00,3,1.00E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B030>,,O=C(O)c1ccccc1SC1CC(=O)N(c2ccc(F)c(Cl)c2)C1=O
P7119151174,0,3,4,4.80E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B090>,,FC(F)(F)c1cccc(/C=C/c2nn3c(-c4ccccc4)nnc3s2)c1
P7119151184,0,3,3,3.80E+00,4,9.96E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B0F0>,,C(=C/c1nn2c(-c3ccccc3)nnc2s1)\c1cccs1
P7119160007,0,4,3,4.70E+00,6,6.96E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B150>,,c1ccc(-c2nnc(Cn3c4ccccc4c4nc5ccccc5nc43)o2)cc1
